Participant,Group,Instructional Condition,Order,Core,Reduced Mass,Core Start Mass,Core End Mass,Flake Scars_10mm,Flake Scars_Core Mass, Cortex,Avg Flake Scar Max Dimension_mm,Max Core Dimension,Avg Scar Max_Max Core Dimension, Area of Battered Platform,surface_area,volume,bounding_box_dim1,bounding_box_dim2,bounding_box_dim3,isoper_ratio
13,novice,0,1,104,0.76036941,617.2,147.9,21,0.14198783,35,23.05238095,67.5,0.341516755,10,9491.969727,58544.89063,65.33068848,60.49932861,37.49679184,249.511769
13,novice,0,2,121,0.809671695,901.6,171.6,15,0.087412587,75,20.08,83.9,0.239332539,60,10333.94629,68106.88021,82.99924469,58.70735931,48.56978989,237.9121524
13,novice,0,3,186,0.837165032,682.9,111.2,23,0.206834532,60,17.71304348,63.1,0.280713843,55,7563.015137,44241.99479,53.69504547,61.16679382,36.20890045,221.0118237
13,novice,0,4,76,0.910020715,772.4,69.5,19,0.273381295,50,18.93684211,57.7,0.328194837,20,5895.630859,27626.6276,57.10738373,46.01975632,30.85520363,268.4943202
13,novice,0,5,151,0.913553796,1073.5,92.8,24,0.25862069,40,17.93333333,55.4,0.323706378,40,6597.808105,36885.15625,52.12400818,50.69968414,36.59070969,211.1036709
13,novice,0,6,111,0.779392496,839.5,185.2,43,0.232181426,15,19.35116279,65.1,0.297252885,80,10045.76367,73318.01042,63.327034,57.1453476,46.58457565,188.593851
13,novice,0,7,130,0.86554848,1114.9,149.9,28,0.186791194,5,23.38928571,71.9,0.325303,50,9498.708008,59638.23958,66.96313477,59.86227417,38.94929504,240.9594604
13,novice,0,8,152,0.74485811,1152.3,294,34,0.115646259,20,24.29411765,85.7,0.283478619,30,14387.94043,116743.6354,84.86721802,68.12962341,60.41530991,218.5392593
13,novice,0,9,181,0.91969334,1043.5,83.8,20,0.238663485,0,25.225,65.4,0.385703364,15,6405.025391,33183.57552,64.063591,43.30102539,29.20188141,238.6251467
15,novice,0,1,131,0.795954065,1314.9,268.3,30,0.111815132,10,24.76333333,101.4,0.244214333,95,13918.57129,106415.4271,100.1316681,71.85964203,49.69663239,238.1084401
15,novice,0,2,113,0.716640773,1158.6,328.3,47,0.143161742,45,16.48085106,82.2,0.200496972,95,14457.26465,130263.9688,78.96353149,72.41937256,64.90419006,178.0778001
15,novice,0,4,78,,,,,,,,,,,,,,,,
15,novice,0,,106,,,,,,,,,,,,,,,,
15,novice,0,,128,,,,,,,,,,,,,,,,
15,novice,0,,160,,,,,,,,,,,,,,,,
15,novice,0,,163,,,,,,,,,,,,,,,,
15,novice,0,,184,,,,,,,,,,,,,,,,
15,novice,0,,205,,,,,,,,,,,,,,,,
16,novice,0,1,147,0.659725159,946,321.9,20,0.062131097,25,24.695,96.5,0.255906736,85,15383.25195,127448.9167,94.04170227,62.77584839,51.25868988,224.1156389
16,novice,0,2,123,0.632634784,558.3,205.1,30,0.146270112,45,22.56,96.8,0.233057851,30,12648.76465,81659.95313,90.53057861,61.36423111,46.21291351,303.4772102
