"","Participant","Group","Instructional.Condition","Order","Core","Reduced.Mass","Core.Start.Mass","Core.End.Mass","Flake.Scars_10mm","Flake.Scars_Core.Mass","Cortex","Avg.Flake.Scar.Max.Dimension_mm","Max.Core.Dimension","Avg.Scar.Max_Max.Core.Dimension","Area.of.Battered.Platform","surface_area","volume","bounding_box_dim1","bounding_box_dim2","bounding_box_dim3","isoper_ratio","area_volume","PC1","PC2"
"71","8","novice","0",8,"125",0.949414758,982.5,49.7,14,0.281690141,20,24.41428571,53.8,0.453797132,60,4856.112305,19758.67188,50.30225754,48.87916565,30.14920044,293.3260726,0.245771190214228,1.75880394292787,-0.488802803815399
"72","8","novice","0",9,"90",0.814060921,692.7,128.8,21,0.163043478,60,22.4,71,0.315492958,15,8763.606445,51043.01042,70.67256165,65.323349,32.335495,258.3307101,0.1716906266478,-0.603192033284741,1.44566230686808
"73","9","novice","1",1,"154",0.821763602,746.2,133,23,0.172932331,35,28.82173913,75.7,0.380736316,5,9194.023438,52846.82813,74.37034607,56.42432404,45.03598785,278.2780603,0.173974934037351,0.447435116596905,1.20581336009592
"74","9","novice","1",2,"72",0.759299781,776.9,187,44,0.235294118,40,19.92045455,75.7,0.263149994,35,10527.58887,73980.3125,73.27539063,63.94096375,49.68872452,213.183911,0.142302573674584,-0.791237079954333,-0.0126823744623983
"75","9","novice","1",3,"129",0.840765628,1473.3,234.6,47,0.200341006,25,20.14042553,84,0.239766971,70,12378.31934,92968.83333,80.8737793,64.61659241,44.42817688,219.4372163,0.133144828181959,-1.23126198651689,-1.25100905695629
"76","9","novice","1",4,"92",0.789499271,822.8,173.2,29,0.16743649,45,22.3,68,0.327941177,65,10098.9375,68753.29167,65.64338684,66.09880829,50.33390808,217.8913865,0.146886603603978,-1.01139890141414,-0.192214468536643
"77","9","novice","1",5,"57",0.847139304,804,122.9,22,0.179007323,25,22.61363636,70.8,0.319401644,50,8336.164063,48672.36458,68.66619873,47.05158234,40.56742096,244.5309691,0.171270989912527,-0.20903617767522,-0.374057347726118
"78","9","novice","1",6,"61",0.919424661,716.1,57.7,21,0.363951473,15,22.07619048,61.1,0.361312446,55,5352.842285,22979.57813,59.19953156,36.58227539,30.26116943,290.4485684,0.232939101610914,1.51117598624882,-1.06493773923235
"79","9","novice","1",NA,"83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","9","novice","1",NA,"99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","9","novice","1",NA,"117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","10","novice","1",1,"96",0.712570986,774.8,222.7,18,0.080826224,50,24.63888889,81.1,0.303808741,25,12261.72949,88322.90625,78.83268738,65.51120758,41.23911285,236.3243601,0.138828419609437,-1.22957387625958,1.08242073908181
"83","10","novice","1",2,"62",0.589258312,586.5,240.9,46,0.190950602,20,20.34565217,75.8,0.268412298,30,12192.42676,95759.92708,76.27876282,65.16013336,56.42721176,197.6527462,0.127322849252111,-0.632944064427255,-0.302171150479078
"84","10","novice","1",3,"59",0.727171801,720.6,196.6,28,0.14242116,25,21.83571429,71.6,0.304968077,30,10989.76074,77854.86979,65.01708984,63.847435,49.71537781,218.9743002,0.141157011367985,-0.537633244357485,0.118976150992249
"85","10","novice","1",4,"157",0.858700751,852.8,120.5,23,0.190871369,25,25.08695652,67.3,0.372763098,5,8641.612305,47964.16667,63.5204277,57.81809235,41.3841629,280.511408,0.180168090158961,0.726585147087233,0.87255021361769
"86","10","novice","1",5,"94",0.650539784,750.3,262.2,23,0.087719298,35,26.99130435,87.1,0.309888684,40,13313.91016,103940.8958,86.47447205,70.230896,48.62221146,218.4459286,0.128091162362293,-1.14663927262754,0.296087001796026
"87","10","novice","1",6,"100",0.673014664,1050.2,343.4,37,0.107746069,30,24.81891892,92.4,0.268603019,80,15728.89941,135664.1563,88.87663269,59.7920723,60.74397278,211.4291039,0.115939978834336,-1.77827922806475,-1.02535242985248
"88","10","novice","1",NA,"85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","10","novice","1",NA,"119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","10","novice","1",NA,"132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","11","novice","1",1,"63",0.498988196,593,297.1,10,0.033658701,60,40.08,104.1,0.385014409,4,15684.56934,117782.8438,103.2451782,76.5608139,50.88710022,278.1337708,0.13316514386962,-0.944393037153012,2.24811679942272
"92","11","novice","1",2,"64",0.736681423,655.1,172.5,35,0.202898551,30,20.26571429,79.6,0.254594401,40,10488.96387,68421.79688,79.5098114,63.2802124,39.0290451,246.495399,0.153298573675226,-0.698286699448262,-0.309387273206865
"93","11","novice","1",3,"97",0.733694856,682.3,181.7,36,0.198128784,40,20.23611111,74.9,0.270175048,40,10692.66699,71989.82292,71.01593018,55.6725502,42.62832642,235.8934674,0.148530258254454,-0.868972851503746,0.0112704961388475
"94","11","novice","1",4,"133",0.878748791,1240.4,150.4,32,0.212765957,20,22.36875,71.3,0.313727209,40,9610.621094,59604,70.65007019,61.29560471,38.61382294,249.8639225,0.161241210220791,-0.0248226611846291,-0.4020965407238
"95","11","novice","1",5,"158",0.819830963,970.2,174.8,30,0.171624714,25,24.97,86.1,0.290011614,20,10964.97363,69534.01042,85.24891663,64.0714035,42.22858047,272.6642617,0.157692236702144,-0.240389510400586,0.259196342570254
"96","11","novice","1",6,"103",0.682586969,1040.6,330.3,24,0.072661217,40,26.49583333,82.1,0.32272635,5,15439.31836,130873.9688,80.90657806,77.10861206,66.66087341,214.8710085,0.117970888340631,-0.959404584261236,1.34780612010178
"97","11","novice","1",NA,"98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","11","novice","1",NA,"101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","11","novice","1",NA,"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","12","novice","1",1,"70",0.905192178,741.5,70.3,17,0.241820768,30,23.81176471,59.4,0.40087146,5,10143.45801,52971.18229,87.97134399,72.43383026,35.32936859,371.9450423,0.191490119183443,1.10198565482154,0.963773811470318
"101","12","novice","1",2,"137",0.915799117,1200.7,101.1,30,0.296735905,15,22.01333333,64.1,0.343421737,20,6965.814941,40010.34375,73.07637024,82.45613098,35.47306824,211.1403476,0.174100352262032,0.903529961436016,-0.180972129293049
"102","12","novice","1",3,"127",0.904707068,694.7,66.2,13,0.196374622,20,26.03076923,59.2,0.43970894,20,5716.01709,26422.2474,58.15933228,39.23823929,32.36949921,267.5106315,0.216333493645207,1.47583958227378,0.639729382736085
"103","12","novice","1",4,"175",0.927821036,809.1,58.4,32,0.547945206,10,17.88125,55.5,0.322184685,55,5036.203613,23265.76302,55.10102081,41.71325684,33.6513443,235.9800238,0.216464149861353,1.85946215155508,-1.90550966536729
"104","12","novice","1",5,"105",0.967757887,1011.1,32.6,15,0.460122699,0,23.26,51.5,0.451650485,30,3737.338867,12950.72526,48.56012726,37.26129532,19.33610725,311.2427556,0.288581434009975,3.5554459634689,-0.750051745728117
"105","12","novice","1",6,"145",0.890598151,1222.1,133.7,12,0.089753179,40,30.875,89.6,0.344587054,0,4531.648926,13501.69922,51.07676697,46.7576828,18.60676193,510.4954943,0.335635452409375,1.61112574472919,1.90580986483441
"106","12","novice","1",7,"115",0.958143959,946.1,39.6,19,0.47979798,5,18.26842105,43.8,0.417087239,60,3837.490723,15769.34375,43.1183815,38.35900116,23.04764366,227.2556948,0.243351326715799,2.5190949070623,-1.60308581333407
"107","12","novice","1",8,"67",0.940706806,764,45.3,14,0.309050773,10,23.72857143,44.7,0.530840524,10,4100.421387,17985.24479,42.26963043,35.44076157,36.60458374,213.1340137,0.227988077720237,2.85754872018344,0.590936062362645
"108","12","novice","1",9,"102",0.971410978,1136.8,32.5,14,0.430769231,5,24.22857143,51.4,0.471372985,25,3873.723389,15705.50651,43.20232773,38.64011383,23.59973717,235.6578564,0.246647466385979,3.07561934181924,-0.425211658880532
"109","13","novice","0",1,"104",0.76036941,617.2,147.9,21,0.14198783,35,23.05238095,67.5,0.341516755,10,9491.969727,58544.89063,65.33068848,60.49932861,37.49679184,249.511769,0.162131479363223,-0.0797618146671534,1.02962178378564
